title,category,type,medium,frame,photo_url_link,artist,site,street_address,city,zip_code,state,latitude,longitude
SOLE PARK,SCULPTURE,RELIEF,STONE,False,UNKNOWN,UNKNOWN,PAT SOLE PARK,BUSTI AVE & NIAGARA ST,BUFFALO,14213,NY,42.907321,-78.899787
BUFFALO STREET MAP,GRAPHIC ARTS,MAP,PARCHMENT,True,UNKNOWN,SMITH BROTHERS COMPANY,502 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
WAR  MEMORIAL STADIUM RENDERING,GRAPHIC ARTS,DRAWING,PAPER,False,UNKNOWN,UNKNOWN,6TH FLOOR CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
MAYOR HIRAM BARTON,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/HIRAM%20BARTON.HTML,UNKNOWN,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
MAYOR ELI COOK,GRAPHICS ARTS,PORTRAIT,PASTEL ON PAPER,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/ELI%20COOK.HTML,UNKNOWN,2ND FLOOR STORAGE CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
MAYOR ANTHONY MASIELLO,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,UNKNOWN,NATHAN NAETZKER,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
MAYOR CHANDLER J WELLS,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/CHANDLER%20WELLS.HTML,ALVAH BRADISH,2ND FLOOR STORAGE CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
MCMILLAN FOUNTAIN,DECORATIVE OBJECTS,FOUNTAIN,GRANITE,False,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/MCMILLAN%20FOUNTAIN.HTML,UNKNOWN,DELAWARE PARK,MEADOW DRIVE,BUFFALO,14216,NY,42.933718,-78.872928
SESQUICENTENNIAL TIME CAPSULE,DECORATIVE OBJECTS,TIME CAPSULE,MIXED MEDIA IN GRANITE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/SESQUICENTENNIAL%20TIME%20CAPSULE.HTML,UNKNOWN,BUFFALO CITY COURT BUILDING,50 DELAWARE AVE,BUFFALO,14202,NY,42.885709,-78.87959
ISOCHRONIC MOUNTAIN BUFFALO,SCULPTURE,FIGURATIVE,CERAMIC,False,UNKNOWN,JOSHUA G STEIN,28TH FLOOR CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
BAROMETER,DECORATIVE OBJECTS,BAROMETER,WOOD AND GLASS,False,UNKNOWN,J HULLEMERURCH,502 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
WWII VETERANS MEMORIAL,SCULPTURE,RELIEF,GRANITE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/WWII%20VETERANS%20MEMORIAL.HTML,UNKNOWN,HOUGHTON-STACHOWSKI PARK,CLINTON ST,BUFFALO,14206,NY,42.871691,-78.813918
CITY HALL FRIEZE WEST,SCULPTURE,RELIEF,STONE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/CITY%20HALL%20FRIEZE%20WEST.HTML,ALBERT STEWART,CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
JESSE CLIPPER MEMORIAL,SCULPTURE,RELIEF,GRANITE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/JESSE%20CLIPPER%20MEMORIAL.HTML,UNKNOWN,WILLERT PARK,MICHIGAN AVE,BUFFALO,14203,NY,42.884904,-78.867877
CITY SEAL,DECORATIVE OBJECTS,PLAQUE,BRONZE ON WOOD,False,UNKNOWN,UNKNOWN,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
CIVIL WAR CANNONS,DECORATIVE OBJECTS,CANNONS,CAST IRON,False,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/CIVIL%20WAR%20CANNONS.HTML,UNKNOWN,DELAWARE LABOR CENTER,17 MEADOWVIEW PLACE,BUFFALO,14214,NY,39.615782,-75.750487
WORLD WAR II EAGLE,SCULPTURE,FIGURATIVE,BRONZE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/WWII%20EAGLE.HTML,J BIANCHI AND SON INCORPORATED,STREET TRIANGLE MEDIAN,W MOHAWK ST & S ELMWOOD AVE,BUFFALO,14202,NY,42.88805,-78.879472
PRESIDENT GROVER CLEVELAND,SCULPTURE,BUST,WHITE MARBLE BUST ON POLISHED WHITE MARBLE BASE WITH BRONZE PLAQUE,False,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/CLEVELAND%20BUST.HTML,UNKNOWN,1ST FLOOR CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
MAYOR LOUIS P FUHRMANN,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/LOUIS%20FUHRMANN.HTML,OTTO H SCHNEIDER,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
DELAWARE PARK PLAQUE I,DECORATIVE OBJECTS,PLAQUE,BRONZE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/DELAWARE%20PARK%20I.HTML,UNKNOWN,DELAWARE PARK,MEADOW DRIVE,BUFFALO,14216,NY,42.933451,-78.869458
KEEPERS OF THE WESTERN DOOR,DECORATIVE OBJECTS,PLAQUE,LIMESTONE BRONZE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/KEEPERS%20OF%20THE%20WESTERN%20DOOR.HTML,KENNETH PAYNE,ERIE BASIN MARINA,329 ERIE ST,BUFFALO,14202,NY,42.884454,-78.890315
JOHNSON PARK,DECORATIVE OBJECTS,PLAQUE,BRONZE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/JOHNSON%20PARK%20PLAQUE.HTML,UNKNOWN,JOHNSON PARK,JOHNSON PARK,BUFFALO,14201,NY,42.892726,-78.878924
AMERICAN AND CANADIAN FLAG,DECORATIVE OBJECTS,PLAQUE,BRONZE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/AMERICAN-CANADIAN%20FLAG%20PLAQUE.HTML,UNKNOWN,NIAGARA SQUARE,NIAGARA SQUARE,BUFFALO,14202,NY,42.886627,-78.878551
MAYOR EDGAR B JEWETT,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/EDGAR%20JEWETT.HTML,RAPHAEL BECK,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
EDEN,SCULPTURE,FIGURATIVE,BRONZE SCULPTURE,False,UNKNOWN,JUDITH SHEA,STREET TRIANGLE MEDIAN,ELMWOOD AVE & BIDWELL AVE,BUFFALO,14222,NY,42.924102,-78.876858
MAYOR BERNARD J DOWD,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/BERNARD%20DOWD.HTML,UNKNOWN,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
SISTER CITIES GIFTS,DECORATIVE OBJECTS,VARIOUS,MIXED MEDIA,False,UNKNOWN,UNKNOWN,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
MAYOR JAMES D GRIFFIN,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/JAMES%20GRIFFIN.HTML,MARY SMITH,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
CITY SCENE,PAINTINGS,ABSTRACT,MIXED MEDIA,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/CITY%20SCENE.HTML,JAMES G PAPPAS,1417 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
FOUR FREEDOMS MEMORIAL,SCULPTURE,RELIEF,STONE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/FOUR%20FREEDOMS.HTML,UNKNOWN,MARTIN LUTHER KING JR. PARK,FILLMORE AVE,BUFFALO,14211,NY,42.904977,-78.839682
CAZENOVIA PARK FIREMEN'S MEMORIAL,SCULPTURE,FIGURATIVE,GRANITE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/CAZENOVIA%20PARK%20FIREMEN'S%20MEMORIAL.HTML,UNKNOWN,CAZENOVIA PARK,REDJACKET PKWY,BUFFALO,14220,NY,42.846737,-78.810073
COUNCIL PRESIDENT DELMAR MITCHELL,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/DELMAR%20MITCHELL.HTML,JOAN HARASTY,COUNCIL CHAMBER CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
BIRDS EXCITED INTO FLIGHT,SCULPTURE,FIGURATIVE,COLD ROLLED STEEL,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/BIRDS.HTML,LARRY W GRIFFIS JR,STREET MEDIAN,BIDWELL PKWY,BUFFALO,14222,NY,42.923861,-78.876438
BISON,SCULPTURE,FIGURATIVE,BRONZE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/BISON.HTML,CECILIA EVANS TAYLOR,FIVE FLAGS PARK,S DIVISION ST,BUFFALO,14203,NY,42.883027,-78.874999
FREDERIC CHOPIN,SCULPTURE,BUST,BRONZE,False,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/CHOPIN.HTML,JOSEPH C MAZUR,PORTER AVE,PORTER AVE & RICHMOND AVE,BUFFALO,14201,NY,42.902439,-78.882941
SOUTH BUFFALO,PAINTINGS,ABSTRACT,WATERCOLOR ON PAPER,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/SOUTH%20BUFFALO.HTML,DAVID PRATT,1417 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
MAYOR GEORGE W CLINTON,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/GEORGE%20CLINTON.HTML,L G SELLSTEDT,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
URBAN BUILDING RENDERING,GRAPHIC ARTS,DRAWING,PAPER,False,UNKNOWN,UNKNOWN,6TH FLOOR CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
JOHN MAYNARD,DECORATIVE OBJECTS,PLAQUE,BRONZE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/JOHN%20MAYNARD%20PLAQUE.HTML,ERICA L DODRES AND JEFF SLOMBA,ERIE BASIN MARINA,330 ERIE ST,BUFFALO,14202,NY,42.884454,-78.890315
PRESIDENT MILLARD FILLMORE,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/MILLARD%20FILLMORE.HTML,EDWARD REIGEL,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
MAYOR THOMAS L HOLLING,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/THOMAS%20HOLLING.HTML,B GORDON,2ND FLOOR STORAGE CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
TALENTS DIVERSIFIED FIND VENT IN MYRIAD FORM,PAINTINGS,MURAL,OIL ON CANVAS WITH PLASTER RELIEF,False,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/TALENTS%20DIVERSIFIED%20FIND%20VENT%20IN%20MYRIAD%20FORM.HTML,WILLIAM DE LEFTWICH DODGE,1ST FLOOR CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
WESTERN NEW YORK VIETNAM VETERANS MEMORIAL,SCULPTURE,RELIEF,GRANITE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/WNY%20VIETNAM%20VETERANS%20MEMORIAL.HTML,SIRIANNI,BUFFALO AND ERIE COUNTY NAVAL & MILITARY PARK,1 NAVAL PARK COVE,BUFFALO,14202,NY,42.878077,-78.880826
GATES CIRCLE URNS,DECORATIVE OBJECTS,URN,BRONZE,False,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/GATES%20CIRCLE%20URNS.HTML,UNKNOWN,GATES CIRCLE,DELAWARE AVE & LAFAYETTE AVE,BUFFALO,14209,NY,42.920335,-78.868002
BLACK ROCK HARBOR,DECORATIVE OBJECTS,PLAQUE,BRONZE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/BLACK%20ROCK%20HARBOR%20PLAQUE.HTML,UNKNOWN,MARKET SQUARE,AMHERST ST & NIAGARA ST,BUFFALO,14207,NY,42.934465,-78.901991
KOREAN WAR MEMORIAL,SCULPTURE,RELIEF,GRANITE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/KOREAN%20WAR%20MEMORIAL.HTML,RALPH SIRIANNI,BUFFALO AND ERIE COUNTY NAVAL & MILITARY PARK,1 NAVAL PARK COVE,BUFFALO,14202,NY,42.878077,-78.880826
GEORGE WASHINGTON,DECORATIVE OBJECTS,PLAQUE,BRONZE ON BOULDER,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/GEORGE%20WASHINGTON%20TREE%20PLAQUE.HTML,UNKNOWN,BUFFALO HISTORY MUSEUM,1 MUSEUM COURT,BUFFALO,14216,NY,42.935415,-78.87627
JOHN BOECHAT MEMORIAL,SCULPTURE,RELIEF,DEER ISLE GRANITE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/BOECHAT%20MEMORIAL.HTML,UNKNOWN,COLONIAL CIRCLE,BIDWELL PKWY,BUFFALO,14222,NY,42.920769,-78.881047
ANDREW ADAMS,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,UNKNOWN,UNKNOWN,321 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
SPIRIT OF WOMANHOOD,SCULPTURE,FIGURATIVE,BRONZE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/SPIRIT%20OF%20WOMANHOOD.HTML,LARRY W GRIFFIS JR,DELAWARE PARK,MEADOW DRIVE,BUFFALO,14216,NY,42.935624,-78.875722
MAYOR SOLOMON G HAVEN,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/SOLOMON%20HAVEN.HTML,L G SELLSTEDT,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
COUNCIL PRESIDENT KNEELAND B WILKES,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/KNEELAND%20WILKES.HTML,J C MAZUR,COUNCIL CHAMBER CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
COUNCIL PRESIDENT PETER J CROTTY,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/PETER%20CROTTY.HTML,VIRGINIA TILLOU,COUNCIL CHAMBER CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
PRESIDENT GROVER CLEVELAND,SCULPTURE,FIGURATIVE,BRONZE AND GRANITE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/CLEVELAND.HTML,BRYANT BAKER,CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
BUFFALO STREET MAP,GRAPHICS,MAP,CLOTH MAP IN WOOD  CASE,True,UNKNOWN,UNKNOWN,1ST FLOOR CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
MAYOR HENRY K SMITH,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/HENRY%20SMITH.HTML,UNKNOWN,2ND FLOOR STORAGE CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
CHARLES R TURNER,DECORATIVE OBJECTS,PLAQUE,BRONZE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/CHARLES%20R.%20TURNER%20PLAQUE.HTML,UNKNOWN,TURNER PARKING RAMP,1 PERKINS DR,BUFFALO,14202,NY,42.885914,-78.879544
HISTORIC BLUE PRINTS,GRAPHIC ARTS,BLUE PRINTS,PAPER,False,UNKNOWN,UNKNOWN,1308 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
MAYOR SHELDON THOMPSON,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/SHELDON%20THOMPSON.HTML,UNKNOWN,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
PRESIDENT MILLARD FILLMORE,SCULPTURE,FIGURATIVE,BRONZE AND GRANITE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/FILLMORE.HTML,BRYANT BAKER,CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
ANTIQUE CLOCK,DECORATIVE OBJECTS,ANTIQUE CLOCK,MIXED MEDIA,False,UNKNOWN,UNKNOWN,502 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
SAMUEL MANNING WELCH,SCULPTURE,FIGURATIVE,BRONZE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/WELCH.HTML,EUGENE MORAHAN,STREET TRIANGLE MEDIAN,JERGE DR & S ELMWOOD AVENUE,BUFFALO,14202,NY,42.887345,-78.879287
MAYOR EBENEZER JOHNSON,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/EBENEZER%20JOHNSON.HTML,JAMES JACKSON,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
FIREMAN'S MONUMENT,SCULPTURE,FIGURATIVE,WHITE MARBLE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/FIREMAN'S%20MONUMENT.HTML,WILLIAM LAUTZ,BUFFALO FIRE STATION HEADQUARTERS,195 COURT ST,BUFFALO,14202,NY,42.887398,-78.880849
PROTECTION,PAINTINGS,LUNETTE MURAL,OIL ON CANVAS WITH PLASTER RELIEF,False,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/PROTECTION.HTML,WILLIAM DE LEFTWICH DODGE,1ST FLOOR CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
MAYOR CHARLES E ROESCH,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/CHARLES%20ROESCH.HTML,EDWARD RIEGEL,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
CHIEF RED JACKET,SCULPTURE,FIGURATIVE,BRONZE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/RED%20JACKET.HTML,BUREAU BROTHERS,FOREST LAWN CEMETERY,1411 DELAWARE AVE,BUFFALO,14209,NY,42.926944,-78.861172
MAYOR CHARLES F BISHOP,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/CHARLES%20BISHOP.HTML,J P SELINGER,2ND FLOOR STORAGE CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
VETERANS OF WWII MEMORIAL,SCULPTURE,FIGURATIVE AND RELIEF,GRANITE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/VETERANS%20WWII%20MEMORIAL.HTML,UNKNOWN,RIVERSIDE PARK,2607 NIAGARA ST,BUFFALO,14207,NY,42.955957,-78.910804
PROPOSED CITY HALL RENDERING,GRAPHIC ARTS,DRAWING,PAPER,True,UNKNOWN,UNKNOWN,6TH FLOOR CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
DAYS PARK FOUNTAIN,DECORATIVE OBJECTS,FOUNTAIN,METAL AND CONCRETE,False,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/DAYS%20PARK%20FOUNTAIN.HTML,UNKNOWN,DAYS PARK,DAYS PARK,BUFFALO,14201,NY,42.898328,-78.881986
100TH VOLUNTEER INFANTRY CIVIL WAR MEMORIAL,DECORATIVE OBJECTS,PLAQUE,BRONZE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/100TH%20NY%20VOLUNTEER%20INFANTRY%20CIVIL%20WAR%20MEMORIAL.HTML,UNKNOWN,FRONT PARK,BUSTI AVE,BUFFALO,14213,NY,42.902176,-78.89826
PAVING RECORD 1894 - 1907,GRAPHIC ARTS,BOOK,CLOTH BINDER AND PAPER,False,UNKNOWN,UNKNOWN,2001 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
BUFFALO ZOO RENDERING,GRAPHIC ARTS,DRAWING,PAPER,False,UNKNOWN,UNKNOWN,6TH FLOOR CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
WILLIAM MCKINLEY MARKER,DECORATIVE OBJECTS,PLAQUE,BRONZE AND BOULDER,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/MCKINLEY%20MARKER.HTML,UNKNOWN,STREET MEDIAN,30 FORDHAM DR,BUFFALO,14216,NY,42.938667,-78.874943
MAYOR WILLIAM G FARGO,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/WILLIAM%20FARGO.HTML,UNKNOWN,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
HENRY J NOWAK,DECORATIVE OBJECTS,PLAQUE,BRONZE AND CONCRETE,False,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/HENRY%20J.%20NOWAK%20PLAQUE.HTML,UNKNOWN,BRODERICK PARK,1170 NIAGARA ST,BUFFALO,14213,NY,42.915204,-78.902972
FIREMAN'S FOUNTAIN,DECORATIVE OBJECTS,FOUNTAIN,GRANITE  AND MIXED MEDIA,False,UNKNOWN,UNKNOWN,FIREMAN'S PARK,S DIVISION ST,BUFFALO,14203,NY,42.882788,-78.873695
BUFFALO SKYLINE,PHOTOGRAPHY,PHOTOGRAPH,PHOTOGRAPHIC IMAGE,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/BUFFALO%20SKYLINE.HTML,DONNA JORDAN DUSEL,1417 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
MAYOR JOHN B MANNING,PAINTINGS,PORTRAIT,OIL ON CANVAS,True,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/JOHN%20MANNING.HTML,J C ROTHER,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,14202,NY,42.886641,-78.879354
